fechas,hora,latitud,longitud
2016-09-14,10:32:00,38.4718,-28.7971
2016-09-14,10:32:00,38.4718,-28.7971
2016-09-17,NA,37.90226,-22.14826
2017-05-16,16:23:00,38.27,-28.583
2017-05-16,16:23:00,38.27,-28.583
2017-05-16,15:55:00,38.2735,-28.5765
2017-05-16,15:55:00,38.2735,-28.5765
2017-05-16,16:23:00,38.27,-28.583
2017-05-16,16:23:00,38.27,-28.583
2017-05-16,15:55:00,38.2735,-28.5765
2017-05-16,15:55:00,38.2735,-28.5765
2017-06-15,17:30:00,38.3642,-28.6873
2017-06-15,17:30:00,38.3642,-28.6873
2017-06-15,17:30:00,38.3642,-28.6873
2017-06-30,11:46:00,38.345,-28.2235
2017-06-30,11:46:00,38.345,-28.2235
2017-07-08,NA,37.84967,-22.52087
2017-07-10,NA,23.46497,-18.2459
2017-07-22,11:22:00,38.6998,-28.6325
2017-07-22,11:22:00,38.6998,-28.6325
2017-07-25,11:06:00,38.6238,-27.4936
2017-08-03,11:06:00,38.3663,-28.381
2017-08-03,11:06:00,38.3663,-28.381
2017-08-03,11:06:00,38.3663,-28.381
2017-08-03,11:06:00,38.3663,-28.381
2017-08-09,NA,24.35197,-17.83265
2017-08-14,NA,39.7969,-15.37655
2017-08-19,15:25:00,38.4598,-28.577
2017-08-19,15:25:00,38.4598,-28.577
2017-08-26,NA,28.20129,-16.02862
2017-08-27,16:48:00,38.6911,-28.6376
2017-08-27,16:48:00,38.6911,-28.6376
2017-08-28,11:00:00,38.2948,-28.248
2017-08-28,11:00:00,38.2948,-28.248
2017-09-01,10:16:00,38.1822,-28.1009
2017-09-01,10:16:00,38.1822,-28.1009
2017-09-02,NA,37.91165,-21.08958
2017-09-03,NA,36.0645,-13.51993
2017-09-04,14:40:00,38.3478,-28.1448
2017-09-04,14:40:00,38.3478,-28.1448
2017-09-07,11:25:00,38.4194,-28.5836
2017-09-07,11:25:00,38.4194,-28.5836
2017-09-12,15:23:00,38.2446,-28.2303
2017-09-12,15:23:00,38.2446,-28.2303
2017-10-08,NA,38.29643,-22.30134
2018-03-26,10:31:00,38.4903,-27.2702
2018-03-26,10:31:00,38.4903,-27.2702
2018-03-26,10:31:00,38.4903,-27.2702
2018-03-26,10:31:00,38.4903,-27.2702
2018-04-06,15:05:00,38.3346,-28.0855
