fechas,hora,latitud,longitud
2018-08-11,10:42:00,38.5474,-28.2728
2018-08-11,10:55:00,38.5445,-28.2696
2018-08-11,10:02:00,38.5303,-27.2668
2018-08-11,17:31:00,38.5013,-28.053
2018-08-11,16:43:00,38.5174,-28.0833
2018-08-11,10:17:55,38.556412,-28.269517
2018-08-11,10:54:00,37.633,-25.4312
2018-08-11,11:31:47,38.538757,-28.238883
2018-08-11,15:55,37.90628333,-25.88994167
2018-08-11,10:16:00,38.5581,-28.2803
2018-08-11,17:31:00,38.5013,-28.053
2018-08-11,15:27:00,38.2359,-28.0906
2018-08-11,15:20:00,37.9281,-25.8792
2018-08-11,16:57:00,38.5182,-28.0679
2018-08-11,10:55:00,38.5445,-28.2696
2018-08-11,10:22:00,38.5544,-28.2822
2018-08-11,17:09:00,38.5141,-28.0674
2018-08-11,15:27:00,38.2359,-28.0906
2018-08-11,16:28:00,38.5222,-28.0948
2018-08-12,10:55:00,37.6298,-25.4328
2018-08-12,15:49:00,38.397,-28.774
2018-08-13,15:33:00,38.6615,-28.5775
2018-08-13,17:04:00,38.6908,-28.6406
2018-08-13,11:56:00,38.2304,-28.163
2018-08-13,15:54:00,38.6663,-28.6065
2018-08-13,10:28:00,38.6843,-28.6221
2018-08-13,10:44:09,38.688967,-28.633598
2018-08-13,10:52:19,38.682475,-28.629812
2018-08-13,16:26:00,38.6737,-28.6187
2018-08-13,16:57:00,38.6913,-28.6452
2018-08-13,16:03:00,38.6757,-28.616
2018-08-13,16:03:00,38.6757,-28.616
2018-08-13,09:38:00,38.6705,-28.6105
2018-08-13,11:29,38.37,-28.19
2018-08-13,09:42:21,38.672997,-28.61337
2018-08-13,16:57:00,38.6913,-28.6452
2018-08-13,10:57:00,38.6857,-28.6434
2018-08-13,16:53:31,38.68701,-28.642888
2018-08-13,09:42:10,38.672958,-28.613345
2018-08-14,10:01:00,38.7131,-28.673
2018-08-14,10:38:00,38.73,-28.6693
2018-08-14,10:06:23,38.703597,-28.6626
2018-08-14,15:14:00,38.2019,-28.0714
2018-08-14,09:55:00,38.2312,-28.0911
2018-08-14,15:58:11,38.655657,-28.456513
2018-08-14,10:38:00,38.73,-28.6693
2018-08-14,10:29:00,38.7297,-28.6704
2018-08-14,15:58:15,38.655657,-28.456513
2018-08-15,16:18:00,38.0021,-25.7856
2018-08-15,10:16:00,38.2203,-28.0707
2018-08-15,14:22:30,38.172535,-28.410182
2018-08-15,12:25:48,38.219512,-28.397492
2018-08-16,15:45:00,37.9883,-25.7887
2018-08-17,10:00:00,37.9419,-25.6644
2018-08-17,15:25:00,37.9442,-25.665
2018-08-17,15:25:00,37.9442,-25.665
2018-08-17,09:44:00,38.6509,-27.3423
2018-08-18,10:33:00,38.6162,-28.4385
2018-08-18,09:50:00,37.9464,-25.9486
2018-08-18,18:06:46,38.65662,-28.320277
2018-08-18,15:35,37.96585833,-25.93700833
2018-08-18,16:00:00,37.9578,-25.9475
2018-08-18,11:00:00,38.6189,-28.407
2018-08-18,10:46:57,38.619372,-28.430607
2018-08-18,10:48:00,37.9958,-25.7992
2018-08-18,17:57:00,38.663813,-28.316863
2018-08-18,15:37:00,37.9606,-25.9475
2018-08-18,11:00:00,38.6189,-28.407
2018-08-19,15:25:00,38.0156,-25.8044
2018-08-19,12:30:00,38.025,-25.7914
2018-08-19,09:44:01,38.641527,-28.527293
2018-08-19,16:24:41,38.711128,-28.817135
2018-08-19,12:06:00,38.0225,-25.5914
2018-08-19,10:28:42,38.696728,-28.561517
2018-08-19,16:43:12,38.705238,-28.835685
2018-08-19,11:02:11,38.676773,-28.599643
2018-08-19,09:24:00,38.6101,-27.3415
2018-08-19,15:25:00,38.0156,-25.8044
2018-08-19,16:30:44,38.707803,-28.81421
2018-08-20,16:18:50,38.586247,-29.056273
2018-08-20,16:45:27,38.593485,-29.069458
2018-08-20,10:16:05,38.399935,-28.561743
2018-08-21,16:50:00,37.9233,-25.7353
2018-08-21,11:10:00,37.9563,-25.6887
2018-08-21,10:54:00,38.6462,-28.5128
2018-08-21,16:50:00,37.9233,-25.7353
2018-08-21,11:56:00,38.6619,-28.5321
2018-08-21,15:37:33,32.6,-16.9
2018-08-21,18:27:26,32.6,-16.9
2018-08-21,11:38:00,37.9545,-25.6926
2018-08-21,11:10:00,37.9563,-25.6887
2018-08-21,11:38:00,37.9545,-25.6926
2018-08-21,11:48:00,37.9554,-25.6977
2018-08-22,10:32:00,38.2936,-28.5741
2018-08-22,10:15:00,37.9547,-25.8867
2018-08-22,16:07:00,37.9892,-25.733
2018-08-22,16:07:00,37.9892,-25.733
2018-08-22,16:25:00,37.9915,-25.7262
2018-08-22,15:54:00,37.9339,-25.7435
2018-08-22,10:15:00,37.9547,-25.8867
2018-08-22,10:12:00,38.2982,-28.5596
2018-08-23,11:00:00,38.3819,-28.5506
2018-08-23,10:45:00,38.3911,-28.5596
2018-08-23,10:45:00,38.3911,-28.5596
2018-08-23,11:53:00,37.981,-25.7243
2018-08-23,16:01:00,37.8876,-25.6772
2018-08-23,11:30:00,37.9688,-25.7334
2018-08-24,10:37:00,38.6819,-28.6065
2018-08-24,11:45:00,37.9963,-25.7915
2018-08-24,11:12:00,38.7042,-28.6364
2018-08-24,10:06:00,37.6411,-25.752
2018-08-24,10:00:00,38.682,-28.6292
2018-08-24,10:37:00,38.6819,-28.6065
2018-08-24,09:40:00,38.6635,-27.359
2018-08-25,10:49:00,38.7351,-28.6269
2018-08-25,11:27:00,38.7621,-28.6142
2018-08-25,11:08,37.52125833,-25.7217
2018-08-25,11:00:02,38.74565,-28.646717
2018-08-25,16:40:16,38.774093,-28.806683
2018-08-25,10:31:00,38.7405,-28.6364
2018-08-25,15:50:00,37.9627,-25.7382
2018-08-25,11:07:00,37.5246,-25.7106
2018-08-26,15:50:00,37.9417,-25.9795
2018-08-26,16:30:00,37.9743,-26.0048
2018-08-26,15:58:00,37.939,-25.9589
2018-08-26,16:15:00,37.939,-26.007
2018-08-26,15:58:00,37.939,-25.9589
2018-08-26,15:20:00,37.9316,-25.9895
2018-08-27,10:46:45,38.711375,-28.75716
2018-08-27,16:34:00,37.9413,-25.6726
2018-08-27,16:34:00,37.9413,-25.6726
2018-08-27,16:51:00,38.7582,-28.9765
2018-08-27,10:32:00,38.7145,-28.7482
2018-08-27,14:53,37.95741667,-25.71850833
2018-08-27,10:17,37.94656667,-25.83780833
2018-08-27,11:08:50,38.715837,-28.772323
2018-08-27,16:34:00,37.9413,-25.6726
2018-08-27,17:06:00,37.9307,-25.6559
2018-08-27,10:45:00,38.7204,-28.7528
2018-08-27,10:17,37.94656667,-25.83780833
2018-08-27,10:54:00,38.7171,-28.7623
2018-08-27,11:42:25,38.720368,-28.79466
2018-08-27,NA,34.97079,-14.86108
2018-08-28,15:33,37.9637,-25.84235
2018-08-28,10:47,37.753625,-25.98499167
2018-08-28,10:56,37.7654,-25.97846111
2018-08-28,11:20:00,38.6505,-28.5096
2018-08-28,15:33,37.9637,-25.84235
2018-08-28,15:45:00,37.4914,-25.6505
2018-08-28,15:32:00,38.0175,-25.8468
2018-08-28,15:45:00,37.4914,-25.6505
2018-08-28,10:45:00,38.0375,-25.8247
2018-08-28,16:10:00,37.4865,-25.6581
2018-08-28,NA,37.888,-26.24297
2018-08-29,10:25:00,37.9542,-25.8916
2018-08-29,11:35:00,37.9767,-25.6617
2018-08-29,10:55,37.52351667,-25.69146111
2018-08-29,11:10:00,37.9648,-25.7002
2018-08-29,10:55,37.52351667,-25.69146111
2018-08-29,11:35:00,37.9767,-25.6617
2018-08-29,10:15:00,37.5165,-25.6705
2018-08-29,16:10:00,37.8947,-25.9859
2018-08-29,10:15:00,37.5165,-25.6705
2018-08-29,16:10:00,37.8947,-25.9859
2018-08-29,10:42:00,37.971,-25.7012
2018-08-30,10:10:00,37.9408,-25.6823
2018-08-30,13:25:00,37.6193,-25.4157
2018-08-30,10:59:00,38.6321,-28.4871
2018-08-30,10:58:00,37.9357,-25.658
2018-08-30,16:34,37.60353333,-25.69231111
2018-08-30,10:47,37.59241667,-25.69773333
2018-08-30,16:34,37.60353333,-25.69231111
2018-08-30,14:39,37.6258,-25.699425
2018-08-30,16:10:00,37.9952,-25.8917
2018-08-30,10:19,37.57985,-25.6873
2018-08-30,09:31:00,38.6473,-28.4483
