fechas,hora,latitud,longitud
2013-05-24,14:17,37.728275,-25.78375833
2013-05-24,14:17,37.728275,-25.78375833
2013-05-24,13:57,37.71889167,-25.75871667
2013-05-29,09:40:00,37.6743,-25.3044
2013-05-29,09:40:00,37.6743,-25.3044
2013-05-29,09:40:00,37.6743,-25.3044
2013-07-10,NA,37.48935,-28.6135
2013-07-13,NA,37.35745,-26.72626667
2014-05-02,NA,37.61591667,-25.82725
2014-05-02,NA,37.61591667,-25.82725
2014-05-02,10:38,37.58196667,-25.55621667
2014-05-02,10:38,37.58196667,-25.55621667
2014-05-25,NA,39.17235,-30.11741667
2014-07-04,NA,38.74415,-26.13905
2015-07-16,NA,16.49214,-22.98307
2015-08-13,NA,37.50883333,-25.0114
2015-10-18,NA,22.81119,-18.91164
2016-03-20,15:55:00,37.6005,-25.5036
2016-03-20,15:55:00,37.6005,-25.5036
2016-03-20,NA,37.60958333,-25.48819167
2016-03-20,NA,37.60958333,-25.48819167
2016-03-20,15:55:00,37.6005,-25.5036
2016-03-26,15:50,37.61591667,-25.82725
2016-03-26,15:50,37.61591667,-25.82725
2016-03-30,17:30:00,37.6114,-25.7472
2016-03-30,17:30:00,37.6114,-25.7472
2016-03-30,17:30:00,37.6114,-25.7472
2016-03-30,17:30:00,37.6114,-25.7472
2016-04-24,NA,38.373062,-28.285751
2016-04-24,NA,38.37275,-28.282966
2016-04-24,NA,38.373266,-28.283032
2016-05-19,11:26:00,38.4608,-28.7717
2016-05-19,11:26:00,38.4608,-28.7717
2016-05-19,11:26:00,38.4608,-28.7717
2016-05-19,11:05:00,38.4236,-28.7407
2016-05-19,11:05:00,38.4236,-28.7407
2016-07-21,13:43:00,37.6197,-25.3268
2016-07-21,13:43:00,37.6197,-25.3268
2016-07-21,13:43:00,37.6197,-25.3268
2016-07-21,15:16,37.58846667,-25.2412
2016-07-21,13:43:00,37.6197,-25.3268
2016-10-27,NA,23.65104,-17.38204
2016-11-27,NA,24.57326,-16.93985
2016-12-02,NA,25.67867,-16.89311
2017-04-08,10:49,37.68433333,-25.68606667
2017-04-08,10:25,37.68339167,-25.67376667
2017-04-08,10:25:00,37.678,-25.6678
2017-04-08,09:41:00,37.6797,-25.6915
2017-04-08,10:25:00,37.678,-25.6678
2017-04-08,09:41:00,37.6797,-25.6915
2017-04-08,09:41:00,37.6797,-25.6915
2017-04-08,09:41:00,37.6797,-25.6915
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,14:51,37.65657778,-25.52462222
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,10:50,37.64996667,-25.60115
2017-04-09,10:50,37.64996667,-25.60115
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-09,10:50,37.64996667,-25.60115
2017-04-09,09:45:00,37.6431,-25.6005
2017-04-11,20:07:00,38.3424,-28.3
2017-04-11,20:07:00,38.3424,-28.3
2017-04-11,20:07:00,38.3424,-28.3
2017-04-18,09:28:00,38.261,-28.2604
2017-04-18,09:28:00,38.261,-28.2604
2017-04-30,09:55:00,37.5507,-25.3249
2017-04-30,09:55:00,37.5507,-25.3249
2017-04-30,09:55:00,37.5507,-25.3249
2017-04-30,09:55:00,37.5507,-25.3249
2017-05-19,17:32:00,38.2806,-28.5153
2017-05-19,17:32:00,38.2806,-28.5153
2017-05-19,17:32:00,38.2806,-28.5153
2017-05-19,17:32:00,38.2806,-28.5153
2017-05-19,NA,38.379693,-28.291375
2017-05-19,NA,38.37754,-28.283137
2017-05-19,NA,38.376463,-28.317462
2017-06-20,NA,38.376469,-28.29345
2017-06-20,NA,38.374315,-28.304435
2017-06-20,11:42:00,38.2396,-28.174
2017-06-20,11:42:00,38.2396,-28.174
2017-06-20,NA,38.373239,-28.287958
2018-03-30,NA,38.386157,-28.294694
2018-04-19,NA,38.341286,-28.280539
2018-04-19,NA,38.349902,-28.280539
2018-04-19,NA,38.364979,-28.305253
2018-05-01,11:34:00,37.5232,-25.424
2018-05-01,10:32,37.54744167,-25.45071667
2018-05-01,09:51:00,37.5898,-25.5188
2018-05-01,09:51:00,37.5898,-25.5188
2018-05-01,10:32,37.54744167,-25.45071667
2018-05-01,09:51:00,37.5898,-25.5188
2018-05-01,11:34:00,37.5232,-25.424
2018-05-01,09:51:00,37.5898,-25.5188
2018-05-01,10:32,37.54744167,-25.45071667
2018-05-22,13:36:00,37.5569,-25.2723
2018-05-22,14:04:00,37.59,-25.2559
2018-05-22,13:36:00,37.5569,-25.2723
2018-05-22,14:04:00,37.59,-25.2559
2018-07-26,NA,38.387951,-28.276863
2019-03-10,09:12:00,37.6777,-25.4158
2019-03-10,09:12:00,37.6777,-25.4158
