fechas,hora,latitud,longitud,thetao,so,uo,vo,zos,chl,o2,deptho
2017-04-08,09:41:00,37.6797,-25.6915,[17.15906247496605],[36.182744801044464],[-0.07202368229627609],[0.007324442267417908],-0.23712881840765476,0.0583101361989975,245.75167846679688,603.1522216796875
2017-04-08,10:25:00,37.678,-25.6678,[17.15906247496605],[36.182744801044464],[-0.07202368229627609],[0.007324442267417908],-0.23712881840765476,0.0583101361989975,245.75167846679688,603.1522216796875
2017-04-08,09:41:00,37.6797,-25.6915,[17.15906247496605],[36.182744801044464],[-0.07202368229627609],[0.007324442267417908],-0.23712881840765476,0.0583101361989975,245.75167846679688,603.1522216796875
2017-04-08,09:41:00,37.6797,-25.6915,[17.15906247496605],[36.182744801044464],[-0.07202368229627609],[0.007324442267417908],-0.23712881840765476,0.0583101361989975,245.75167846679688,603.1522216796875
2017-04-08,09:41:00,37.6797,-25.6915,[17.15906247496605],[36.182744801044464],[-0.07202368229627609],[0.007324442267417908],-0.23712881840765476,0.0583101361989975,245.75167846679688,603.1522216796875
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,14:51,37.65657778,-25.52462222,[17.16418958455324],[36.182744801044464],[-0.10010071098804474],[0.010986663401126862],-0.23560289293527603,0.061314769089221954,246.41549682617188,461.27520751953125
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,10:50,37.64996667,-25.60115,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,10:50,37.64996667,-25.60115,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,10:50,37.64996667,-25.60115,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-09,09:45:00,37.6431,-25.6005,[17.15100558847189],[36.17969295009971],[-0.079348124563694],[0.008545182645320892],-0.23682363331317902,0.061314769089221954,246.41549682617188,428.7898864746094
2017-04-11,20:07:00,38.3424,-28.3,[16.543809324502945],[36.074404092505574],[-0.1977599412202835],[0.04516739398241043],-0.20722067914903164,0.082712322473526,247.12709045410156,1591.0
2017-04-11,20:07:00,38.3424,-28.3,[16.543809324502945],[36.074404092505574],[-0.1977599412202835],[0.04516739398241043],-0.20722067914903164,0.082712322473526,247.12709045410156,1591.0
2017-04-11,20:07:00,38.3424,-28.3,[16.543809324502945],[36.074404092505574],[-0.1977599412202835],[0.04516739398241043],-0.20722067914903164,0.082712322473526,247.12709045410156,1591.0
2017-04-18,09:28:00,38.261,-28.2604,[17.06164739280939],[36.08813742175698],[-0.025635547935962677],[-0.05737479776144028],-0.23224585689604282,0.06246764957904816,243.94618225097656,1777.0
2017-04-18,09:28:00,38.261,-28.2604,[17.06164739280939],[36.08813742175698],[-0.025635547935962677],[-0.05737479776144028],-0.23224585689604282,0.06246764957904816,243.94618225097656,1777.0
2017-04-30,09:55:00,37.5507,-25.3249,[17.771385848522186],[36.181218875572085],[-0.056764427572488785],[-0.04272591322660446],-0.2426221501082182,0.06016417592763901,243.8286590576172,1481.93896484375
2017-04-30,09:55:00,37.5507,-25.3249,[17.771385848522186],[36.181218875572085],[-0.056764427572488785],[-0.04272591322660446],-0.2426221501082182,0.06016417592763901,243.8286590576172,1481.93896484375
2017-04-30,09:55:00,37.5507,-25.3249,[17.771385848522186],[36.181218875572085],[-0.056764427572488785],[-0.04272591322660446],-0.2426221501082182,0.06016417592763901,243.8286590576172,1481.93896484375
2017-04-30,09:55:00,37.5507,-25.3249,[17.771385848522186],[36.181218875572085],[-0.056764427572488785],[-0.04272591322660446],-0.2426221501082182,0.06016417592763901,243.8286590576172,1481.93896484375
2017-05-19,17:32:00,38.2806,-28.5153,[19.460402235388756],[36.09118927270174],[0.023194067180156708],[-0.03906369209289551],-0.16907254233956337,0.06165013089776039,236.06988525390625,1409.7139892578125
2017-05-19,17:32:00,38.2806,-28.5153,[19.460402235388756],[36.09118927270174],[0.023194067180156708],[-0.03906369209289551],-0.16907254233956337,0.06165013089776039,236.06988525390625,1409.7139892578125
2017-05-19,17:32:00,38.2806,-28.5153,[19.460402235388756],[36.09118927270174],[0.023194067180156708],[-0.03906369209289551],-0.16907254233956337,0.06165013089776039,236.06988525390625,1409.7139892578125
2017-05-19,17:32:00,38.2806,-28.5153,[19.460402235388756],[36.09118927270174],[0.023194067180156708],[-0.03906369209289551],-0.16907254233956337,0.06165013089776039,236.06988525390625,1409.7139892578125
2017-05-19,,38.376463,-28.317462,[19.15936765819788],[36.06982631608844],[-0.043336283415555954],[-0.02929776906967163],-0.16083254478871822,,,447.0
2017-06-20,,38.376469,-28.29345,[22.03494369238615],[36.14917444065213],[-0.09155552834272385],[-0.01892147585749626],-0.11780144646763802,,,447.0
2017-06-20,,38.374315,-28.304435,[22.16531876474619],[36.15375221706927],[-0.14648884534835815],[-0.015259254723787308],-0.12421033345162868,0.07961875945329666,224.81851196289062,1591.0
2017-06-20,11:42:00,38.2396,-28.174,[22.30082094669342],[36.16748554632068],[-0.12939848005771637],[-0.07507553324103355],-0.138248847797513,0.07961875945329666,224.81851196289062,1788.073974609375
2017-06-20,11:42:00,38.2396,-28.174,[22.30082094669342],[36.16748554632068],[-0.12939848005771637],[-0.07507553324103355],-0.138248847797513,0.07961875945329666,224.81851196289062,1788.073974609375
2017-06-20,,38.373239,-28.287958,[22.122836999595165],[36.15070036612451],[-0.18433179706335068],[-0.0476088747382164],-0.12421033345162868,0.07961875945329666,224.81851196289062,1659.0
2018-03-30,,38.386157,-28.294694,[16.80822169035673],[36.14001888781786],[-0.06164738908410072],[-0.030518509447574615],-0.1507614366710186,,,447.0
2018-04-19,,38.341286,-28.280539,[18.428388319909573],[36.20105590671301],[-0.12390514835715294],[0.0079348124563694],-0.10559404268860817,0.08199874311685562,242.578369140625,1659.0
2018-04-19,,38.349902,-28.280539,[18.428388319909573],[36.20105590671301],[-0.12390514835715294],[0.0079348124563694],-0.10559404268860817,0.08199874311685562,242.578369140625,1659.0
2018-04-19,,38.364979,-28.305253,[18.485518969595432],[36.20105590671301],[-0.11658070608973503],[0.02868739888072014],-0.10620441287755966,0.08199874311685562,242.578369140625,1591.0
2018-05-01,11:34:00,37.5232,-25.424,[18.469405196607113],[36.33533734828234],[-0.08545182645320892],[-0.005493331700563431],-0.13794366270303726,0.054130155593156815,242.01361083984375,1451.6629638671875
2018-05-01,10:32,37.54744167,-25.45071667,[18.31339457631111],[36.28650773316622],[-0.11230811476707458],[-0.01342814415693283],-0.13214514590799809,0.054130155593156815,242.01361083984375,1301.5379638671875
2018-05-01,09:51:00,37.5898,-25.5188,[18.33756523579359],[36.29261143505573],[-0.11047700420022011],[-0.01037629321217537],-0.13183996081352234,0.054130155593156815,242.01361083984375,1199.43505859375
2018-05-01,09:51:00,37.5898,-25.5188,[18.33756523579359],[36.29261143505573],[-0.11047700420022011],[-0.01037629321217537],-0.13183996081352234,0.054130155593156815,242.01361083984375,1199.43505859375
2018-05-01,10:32,37.54744167,-25.45071667,[18.31339457631111],[36.28650773316622],[-0.11230811476707458],[-0.01342814415693283],-0.13214514590799809,0.054130155593156815,242.01361083984375,1301.5379638671875
2018-05-01,09:51:00,37.5898,-25.5188,[18.33756523579359],[36.29261143505573],[-0.11047700420022011],[-0.01037629321217537],-0.13183996081352234,0.054130155593156815,242.01361083984375,1199.43505859375
2018-05-01,11:34:00,37.5232,-25.424,[18.469405196607113],[36.33533734828234],[-0.08545182645320892],[-0.005493331700563431],-0.13794366270303726,0.054130155593156815,242.01361083984375,1451.6629638671875
2018-05-01,09:51:00,37.5898,-25.5188,[18.33756523579359],[36.29261143505573],[-0.11047700420022011],[-0.01037629321217537],-0.13183996081352234,0.054130155593156815,242.01361083984375,1199.43505859375
2018-05-01,10:32,37.54744167,-25.45071667,[18.31339457631111],[36.28650773316622],[-0.11230811476707458],[-0.01342814415693283],-0.13214514590799809,0.054130155593156815,242.01361083984375,1301.5379638671875
2018-05-22,13:36:00,37.5569,-25.2723,[21.369884334504604],[36.39027066528797],[-0.05859553813934326],[-0.040894802659749985],-0.1315347757190466,0.07296549528837204,229.2825164794922,1588.863037109375
2018-05-22,14:04:00,37.59,-25.2559,[21.369884334504604],[36.39027066528797],[-0.05859553813934326],[-0.040894802659749985],-0.1315347757190466,0.07296549528837204,229.2825164794922,1588.863037109375
2018-05-22,13:36:00,37.5569,-25.2723,[21.369884334504604],[36.39027066528797],[-0.05859553813934326],[-0.040894802659749985],-0.1315347757190466,0.07296549528837204,229.2825164794922,1588.863037109375
2018-05-22,14:04:00,37.59,-25.2559,[21.369884334504604],[36.39027066528797],[-0.05859553813934326],[-0.040894802659749985],-0.1315347757190466,0.07296549528837204,229.2825164794922,1588.863037109375
2019-03-10,09:12:00,37.6777,-25.4158,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-10,09:12:00,37.6777,-25.4158,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-10,09:12:00,37.6777,-25.4158,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-11,16:15:00,37.732,-25.8043,[16.311624504625797],[36.09271519817412],[-0.0634784996509552],[0.08667256683111191],-0.1428266242146492,0.2012908011674881,249.91302490234375,423.6286926269531
2019-03-11,16:15:00,37.732,-25.8043,[16.311624504625797],[36.09271519817412],[-0.0634784996509552],[0.08667256683111191],-0.1428266242146492,0.2012908011674881,249.91302490234375,423.6286926269531
2019-03-11,16:15:00,37.732,-25.8043,[16.311624504625797],[36.09271519817412],[-0.0634784996509552],[0.08667256683111191],-0.1428266242146492,0.2012908011674881,249.91302490234375,423.6286926269531
2019-03-11,16:15:00,37.732,-25.8043,[16.311624504625797],[36.09271519817412],[-0.0634784996509552],[0.08667256683111191],-0.1428266242146492,0.2012908011674881,249.91302490234375,423.6286926269531
2019-03-12,09:06:00,37.6659,-25.6222,[16.327738277614117],[36.0942411236465],[-0.08789330720901489],[-0.004272591322660446],-0.14404736459255219,0.22270821034908295,250.41029357910156,428.7898864746094
2019-03-12,09:06:00,37.6659,-25.6222,[16.327738277614117],[36.0942411236465],[-0.08789330720901489],[-0.004272591322660446],-0.14404736459255219,0.22270821034908295,250.41029357910156,428.7898864746094
2019-03-12,09:06:00,37.6659,-25.6222,[16.327738277614117],[36.0942411236465],[-0.08789330720901489],[-0.004272591322660446],-0.14404736459255219,0.22270821034908295,250.41029357910156,428.7898864746094
2019-03-16,10:16:00,37.6738,-25.4105,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-16,10:16:00,37.6738,-25.4105,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-16,10:16:00,37.6738,-25.4105,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-16,09:34:00,37.6622,-25.4445,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-16,09:34:00,37.6622,-25.4445,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-03-16,09:34:00,37.6622,-25.4445,[16.346781827509403],[36.0942411236465],[-0.12329477816820145],[-0.0079348124563694],-0.1428266242146492,0.22270821034908295,250.41029357910156,699.5
2019-04-17,,38.373951,-28.287484,[17.60878323018551],[36.14001888781786],[0.025025177747011185],[0.01342814415693283],-0.15106662176549435,0.11379655450582504,245.38348388671875,1659.0
2019-08-04,,35.05214,-21.26096,[24.821161530911922],[36.8404186796397],[-0.039674062281847],[0.1745658740401268],-0.0753807183355093,0.08852045983076096,216.579345703125,5044.126953125
2019-08-12,,38.53102,-16.87691,[22.204870752990246],[36.219367012381554],[-0.02136295661330223],[0.011597033590078354],-0.17273476347327232,0.0692787617444992,225.19618225097656,5237.7158203125
2019-08-18,,35.64181,-22.34514,[24.35752433538437],[36.80227054283023],[-0.04821924492716789],[-0.02624591812491417],-0.13306070119142532,0.07967190444469452,217.98260498046875,5006.009765625
2019-09-01,11:14:00,37.5852,-25.5195,[23.73274940997362],[36.48792989552021],[0.006103701889514923],[-0.004272591322660446],-0.10528885759413242,0.07752424478530884,220.3070068359375,1199.43505859375
2019-09-01,11:14:00,37.5852,-25.5195,[23.73274940997362],[36.48792989552021],[0.006103701889514923],[-0.004272591322660446],-0.10528885759413242,0.07752424478530884,220.3070068359375,1199.43505859375
2019-09-01,11:14:00,37.5852,-25.5195,[23.73274940997362],[36.48792989552021],[0.006103701889514923],[-0.004272591322660446],-0.10528885759413242,0.07752424478530884,220.3070068359375,1199.43505859375
2022-05-27,11:11:22,38.70209,-28.413391,[18.43205054104328],[36.1156040802598],[0.0048829615116119385],[-0.0079348124563694],-0.1580858789384365,0.07088558375835419,239.0333709716797,1204.77197265625
2022-05-27,13:21:17,38.606844,-28.44635,[18.401287883520126],[36.120181856676936],[0.02075258642435074],[-0.01342814415693283],-0.15625476837158203,,,177.5070037841797
2023-04-12,,38.358877,-28.277692,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,17:28:24,38.3359,-28.440857,[16.592150643467903],[36.0225226264447],[-0.025025177747011185],[-0.007324442267417908],-0.12237922288477421,0.39826056361198425,253.97914123535156,1084.9439697265625
2023-04-12,,38.342363,-28.258469,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,,38.330873,-28.287303,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,,38.346671,-28.291422,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,,38.334105,-28.272199,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,17:28:33,38.3359,-28.440857,[16.592150643467903],[36.0225226264447],[-0.025025177747011185],[-0.007324442267417908],-0.12237922288477421,0.39826056361198425,253.97914123535156,1084.9439697265625
2023-04-12,,38.322973,-28.281811,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,17:23:36,38.3359,-28.440857,[16.592150643467903],[36.0225226264447],[-0.025025177747011185],[-0.007324442267417908],-0.12237922288477421,0.39826056361198425,253.97914123535156,1084.9439697265625
2023-04-12,,38.326564,-28.281811,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-04-12,17:28:16,38.3359,-28.440857,[16.592150643467903],[36.0225226264447],[-0.025025177747011185],[-0.007324442267417908],-0.12237922288477421,0.39826056361198425,253.97914123535156,1084.9439697265625
2023-04-12,,38.322973,-28.291422,[16.540879547595978],[36.01641892455518],[-0.07568590342998505],[-0.017090365290641785],-0.12085329741239548,0.3895847201347351,254.65396118164062,1659.0
2023-05-16,10:57:27,38.327867,-28.345812,[18.131748408079147],[36.013367073610425],[-0.05493331700563431],[-0.006103701889514923],-0.13336588628590107,0.1823921650648117,245.47430419921875,1591.0
2023-05-16,10:52:09,38.327867,-28.345812,[18.131748408079147],[36.013367073610425],[-0.05493331700563431],[-0.006103701889514923],-0.13336588628590107,0.1823921650648117,245.47430419921875,1591.0
2023-05-25,09:56:30,38.742388,-28.526467,[20.088839381933212],[36.09271519817412],[0.03906369209289551],[0.0012207403779029846],-0.10284737683832645,0.07592497766017914,235.6636505126953,1209.2440185546875
2023-05-25,09:56:30,38.742388,-28.526467,[20.088839381933212],[36.09271519817412],[0.03906369209289551],[0.0012207403779029846],-0.10284737683832645,0.07592497766017914,235.6636505126953,1209.2440185546875
2023-10-03,12:16:46,27.684689,-18.07839,[25.579241305589676],[37.238685227930546],[-0.12573625892400742],[0.3344828635454178],-0.02868739888072014,,,928.9735717773438
2023-10-03,12:18:00,27.684478,-18.078419,[25.579241305589676],[37.238685227930546],[-0.12573625892400742],[0.3344828635454178],-0.02868739888072014,,,928.9735717773438
2024-01-05,17:54:11,14.8789,-23.578,[25.373424477875233],[36.2804040312767],[-0.04699850454926491],[-0.10376293212175369],-0.023499252274632454,,,513.0
2024-01-05,17:54:11,14.8789,-23.578,[25.373424477875233],[36.2804040312767],[-0.04699850454926491],[-0.10376293212175369],-0.023499252274632454,,,513.0
2024-01-05,17:55:07,14.8789,-23.578,[25.373424477875233],[36.2804040312767],[-0.04699850454926491],[-0.10376293212175369],-0.023499252274632454,,,513.0
2024-04-25,10:21:22,38.208533,-27.989733,[18.883968628942966],[36.205633683130145],[-0.07385479286313057],[-0.009155552834272385],-0.13794366270303726,0.09123983979225159,242.25408935546875,1777.5989990234375
2024-05-21,10:04:22,32.601747,-17.056274,[21.821069978177547],[36.90755940042436],[-0.11841181665658951],[0.05371257662773132],-0.07568590342998505,0.06725367903709412,226.78440856933594,1665.4520263671875
2024-05-21,09:57:37,32.601747,-17.056274,[21.821069978177547],[36.90755940042436],[-0.11841181665658951],[0.05371257662773132],-0.07568590342998505,0.06725367903709412,226.78440856933594,1665.4520263671875
2024-05-21,10:01:31,32.601747,-17.056274,[21.821069978177547],[36.90755940042436],[-0.11841181665658951],[0.05371257662773132],-0.07568590342998505,0.06725367903709412,226.78440856933594,1665.4520263671875
2024-05-21,10:03:39,32.601747,-17.056274,[21.821069978177547],[36.90755940042436],[-0.11841181665658951],[0.05371257662773132],-0.07568590342998505,0.06725367903709412,226.78440856933594,1665.4520263671875
2024-05-21,10:01:25,32.601747,-17.056274,[21.821069978177547],[36.90755940042436],[-0.11841181665658951],[0.05371257662773132],-0.07568590342998505,0.06725367903709412,226.78440856933594,1665.4520263671875
2024-06-04,09:50:40,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,,38.266651,-28.111267,[21.022705771028996],[36.17969295009971],[-0.13306070119142532],[-0.0079348124563694],-0.10010071098804474,0.06528264284133911,232.27780151367188,1684.010009765625
2024-06-04,10:02:56,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,10:26:55,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,09:51:02,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,10:25:53,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,09:53:33,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,09:50:45,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,,38.266651,-28.111267,[21.022705771028996],[36.17969295009971],[-0.13306070119142532],[-0.0079348124563694],-0.10010071098804474,0.06528264284133911,232.27780151367188,1684.010009765625
2024-06-04,10:09:37,38.2958,-28.087017,[20.9421369060874],[36.17206332273781],[-0.11230811476707458],[-0.02136295661330223],-0.09033478796482086,0.06528264284133911,232.27780151367188,1496.0179443359375
2024-06-04,,38.266651,-28.111267,[21.022705771028996],[36.17969295009971],[-0.13306070119142532],[-0.0079348124563694],-0.10010071098804474,0.06528264284133911,232.27780151367188,1684.010009765625
2024-07-29,10:04:54,32.583683,-17.161317,[24.604358039796352],[37.04031491652131],[0.06958220154047012],[-0.03418073058128357],-0.0033570360392332077,0.09336332231760025,216.49607849121094,2395.534912109375
2025-01-18,14:31:51,32.895167,-17.264,[19.499954223632812],[36.77938166074455],[-0.025025177747011185],[-0.022583696991205215],-0.08178960531949997,0.040080662816762924,235.29849243164062,1211.029052734375
2025-01-18,14:25:17,32.895167,-17.264,[19.499954223632812],[36.77938166074455],[-0.025025177747011185],[-0.022583696991205215],-0.08178960531949997,0.040080662816762924,235.29849243164062,1211.029052734375
2025-02-12,10:13:53,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:29:57,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:22:24,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:30:05,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:13:36,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:22:24,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-02-12,10:29:45,32.545517,-16.669767,[19.358592487871647],[36.745811300352216],[-0.10681478306651115],[-0.06469924002885818],-0.08911404758691788,0.041274745017290115,235.00424194335938,1705.487060546875
2025-03-04,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-03-04,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-03-07,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-03-07,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-03-07,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-03-07,08:00,37.352395,-25.406774,[16.690298169851303],[36.230048490688205],[-0.0317392498254776],[-0.021973326802253723],-0.16968291252851486,0.18565747141838074,248.7623748779297,2144.52099609375
2025-05-13,14:43:35,37.835352,-25.41576,[17.586077459156513],[36.14917444065213],[0.024414807558059692],[-0.006103701889514923],-0.17242957837879658,0.06589478999376297,244.3699951171875,115.0
2025-05-13,14:43:35,37.835352,-25.41576,[17.586077459156513],[36.14917444065213],[0.024414807558059692],[-0.006103701889514923],-0.17242957837879658,0.06589478999376297,244.3699951171875,115.0
2025-06-16,16:55,32.470783,-16.902467,[23.295480206608772],[37.03115936368704],[-0.03784295171499252],[0.04455702379345894],-0.10589922778308392,0.08556738495826721,220.88795471191406,2376.465087890625
2025-06-16,16:09:41,32.4727,-16.9035,[23.295480206608772],[37.03115936368704],[-0.03784295171499252],[0.04455702379345894],-0.10589922778308392,0.08556738495826721,220.88795471191406,2376.465087890625
2025-06-16,11:16:01,32.5577,-16.7917,[23.222235783934593],[37.01590010896325],[0.038453321903944016],[0.04272591322660446],-0.10650959797203541,0.0846426710486412,221.02999877929688,1664.5400390625
2025-06-16,11:16:21,32.557,-16.7917,[23.222235783934593],[37.01590010896325],[0.038453321903944016],[0.04272591322660446],-0.10650959797203541,0.0846426710486412,221.02999877929688,1664.5400390625
2025-06-16,16:48,32.470783,-16.902467,[23.295480206608772],[37.03115936368704],[-0.03784295171499252],[0.04455702379345894],-0.10589922778308392,0.08556738495826721,220.88795471191406,2376.465087890625
2026-04-16,10:47,37.623344,-25.334677,[20.147434920072556],[36.423841025680304],[0.010986663401126862],[-0.0158696249127388],-0.10406811721622944,0.048832446336746216,229.4451446533203,1481.93896484375
2026-04-16,10:47,37.623344,-25.334677,[20.147434920072556],[36.423841025680304],[0.010986663401126862],[-0.0158696249127388],-0.10406811721622944,0.048832446336746216,229.4451446533203,1481.93896484375
2026-04-19,,38.273701,-28.274535,[20.371562853455544],[36.40095214359462],[-0.08056886494159698],[0.005493331700563431],-0.08606219664216042,0.059995926916599274,232.88638305664062,1777.0
2026-04-19,11:29:45,38.217,-28.328,[20.46458327025175],[36.420789174735546],[-0.08606219664216042],[0.014648884534835815],-0.08758812211453915,0.059995926916599274,232.88638305664062,1692.5
2026-04-26,14:49:50,37.70484,-25.63673,[19.93209631741047],[36.39332251623273],[0.0024414807558059692],[-0.03784295171499252],-0.10559404268860817,0.0511934868991375,230.8826904296875,603.1522216796875
2026-04-26,14:49:50,37.70484,-25.63673,[19.93209631741047],[36.39332251623273],[0.0024414807558059692],[-0.03784295171499252],-0.10559404268860817,0.0511934868991375,230.8826904296875,603.1522216796875
